label,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
7,0.626760,0.731955,-0.000000,0.608081,0.645579,0.005617,0.572883,0.571616,-0.004492,0.555055,0.499893,-0.015726,0.564731,0.440548,-0.029642,0.517647,0.576641,-0.036840,0.432590,0.563079,-0.057223,0.380433,0.559538,-0.068979,0.342013,0.559749,-0.075682,0.502090,0.628197,-0.043044,0.444958,0.644404,-0.054257,0.471480,0.658573,-0.043489,0.504699,0.661331,-0.035824,0.495885,0.688663,-0.047094,0.456364,0.699122,-0.056731,0.478886,0.709588,-0.042005,0.507567,0.712507,-0.031685,0.493763,0.746053,-0.049698,0.468774,0.745161,-0.049454,0.493562,0.751001,-0.033590,0.517126,0.753345,-0.021970
7,0.612535,0.735390,-0.000000,0.597259,0.660188,0.003329,0.564543,0.592917,-0.006292,0.547149,0.528377,-0.016506,0.555992,0.475200,-0.028957,0.514047,0.601855,-0.035123,0.438751,0.590489,-0.053745,0.392201,0.588242,-0.064084,0.358508,0.588748,-0.069867,0.500384,0.650454,-0.040124,0.449024,0.661991,-0.051603,0.472764,0.671866,-0.042213,0.503042,0.672748,-0.034983,0.495739,0.704824,-0.043205,0.459422,0.710685,-0.053974,0.479529,0.718525,-0.041307,0.505481,0.720169,-0.031708,0.494789,0.756201,-0.044985,0.473383,0.752215,-0.046660,0.496723,0.756841,-0.033011,0.517887,0.758874,-0.022569
7,0.625046,0.744814,0.000000,0.608143,0.667934,0.003169,0.574291,0.597835,-0.006846,0.556304,0.532015,-0.017185,0.566785,0.478057,-0.029589,0.523645,0.606355,-0.035943,0.447847,0.594239,-0.054933,0.400934,0.590794,-0.065884,0.366317,0.589793,-0.072240,0.510033,0.655372,-0.040932,0.458057,0.668097,-0.053140,0.482966,0.679794,-0.044249,0.513805,0.681560,-0.037191,0.504755,0.710891,-0.043868,0.466274,0.717512,-0.054907,0.487803,0.726644,-0.041889,0.514736,0.727954,-0.031864,0.503267,0.762839,-0.045440,0.478957,0.759940,-0.046703,0.502413,0.765423,-0.032311,0.523491,0.766609,-0.021270
7,0.625545,0.753205,-0.000000,0.609362,0.677286,0.003566,0.575358,0.607171,-0.006823,0.556535,0.540843,-0.017598,0.567330,0.485765,-0.030432,0.524983,0.613826,-0.037186,0.447530,0.603123,-0.057531,0.399976,0.599601,-0.069375,0.365359,0.598524,-0.076044,0.511429,0.664212,-0.042516,0.458918,0.676077,-0.055596,0.484157,0.686900,-0.046840,0.515672,0.688939,-0.039767,0.506114,0.720824,-0.045777,0.466992,0.725630,-0.058175,0.489468,0.735079,-0.045554,0.517558,0.736982,-0.035460,0.504235,0.773863,-0.047487,0.480030,0.769474,-0.049619,0.504865,0.775602,-0.035355,0.526825,0.777357,-0.024229
7,0.661347,0.761851,0.000000,0.641920,0.685074,-0.000008,0.605521,0.613997,-0.010910,0.586466,0.548803,-0.022433,0.595472,0.493499,-0.036151,0.556059,0.629393,-0.033679,0.477650,0.624705,-0.050342,0.429487,0.626028,-0.058560,0.394629,0.627408,-0.063414,0.544882,0.680649,-0.039128,0.491306,0.692048,-0.052920,0.514837,0.700240,-0.045953,0.545694,0.699158,-0.039388,0.542171,0.735949,-0.042911,0.503077,0.739021,-0.055144,0.524427,0.746867,-0.042742,0.550200,0.748064,-0.032485,0.542692,0.788634,-0.045945,0.516852,0.781535,-0.048602,0.539923,0.785508,-0.034896,0.560846,0.786919,-0.023852
7,0.792746,0.787178,0.000000,0.768794,0.711005,-0.001658,0.728255,0.633040,-0.013259,0.707792,0.565707,-0.024015,0.715425,0.508944,-0.037076,0.695059,0.648381,-0.039718,0.615640,0.644074,-0.055723,0.568091,0.647007,-0.063104,0.532093,0.651789,-0.067797,0.687162,0.703737,-0.045377,0.613720,0.710991,-0.062417,0.638931,0.716778,-0.057274,0.672616,0.715407,-0.050916,0.683328,0.760744,-0.048593,0.622448,0.760121,-0.061929,0.645889,0.764724,-0.047384,0.674535,0.764338,-0.035048,0.680767,0.815347,-0.051164,0.636255,0.802688,-0.055721,0.660359,0.804641,-0.040799,0.684691,0.806442,-0.028586
7,0.858763,0.832547,0.000000,0.835975,0.755137,-0.005901,0.797124,0.677768,-0.020156,0.782655,0.608974,-0.032273,0.793471,0.550157,-0.046620,0.774384,0.695500,-0.047161,0.693324,0.691082,-0.061105,0.647471,0.694450,-0.066137,0.612087,0.699853,-0.069898,0.765818,0.753662,-0.051686,0.680166,0.751931,-0.067949,0.702507,0.754065,-0.062955,0.736914,0.755169,-0.057102,0.760971,0.811186,-0.053380,0.688742,0.803070,-0.064063,0.709982,0.802757,-0.048852,0.739740,0.803927,-0.036952,0.756803,0.865036,-0.055040,0.702356,0.846476,-0.059715,0.723776,0.844441,-0.045643,0.749578,0.848436,-0.034331
7,0.860777,0.831256,0.000000,0.838502,0.753191,-0.006733,0.799506,0.674266,-0.022119,0.786415,0.605672,-0.035329,0.798434,0.546304,-0.050751,0.778448,0.693486,-0.049659,0.697494,0.689412,-0.065678,0.651567,0.692441,-0.071576,0.616275,0.698003,-0.075566,0.769609,0.754068,-0.054762,0.683556,0.751163,-0.073525,0.707274,0.754637,-0.069127,0.742662,0.757218,-0.063213,0.764683,0.812523,-0.057155,0.691796,0.802254,-0.070896,0.714516,0.803610,-0.055780,0.744946,0.805676,-0.042998,0.760589,0.866420,-0.059403,0.705074,0.846431,-0.065358,0.726819,0.845180,-0.050717,0.752734,0.850063,-0.038680
7,0.903533,0.801344,0.000000,0.880779,0.719901,-0.003395,0.846763,0.633540,-0.017720,0.840133,0.560303,-0.030185,0.852746,0.503885,-0.045075,0.833540,0.659306,-0.048486,0.761733,0.647106,-0.068033,0.714361,0.645586,-0.078637,0.676338,0.647808,-0.086260,0.826759,0.718009,-0.056258,0.730167,0.707156,-0.077923,0.749760,0.713054,-0.076341,0.786217,0.718965,-0.072328,0.821363,0.776622,-0.061035,0.737454,0.764888,-0.077655,0.756367,0.763603,-0.063435,0.788789,0.764799,-0.050743,0.814631,0.832459,-0.065226,0.750624,0.814671,-0.074569,0.770147,0.809692,-0.060757,0.797413,0.809374,-0.049028
7,0.926055,0.670371,0.000000,0.903756,0.589251,-0.002442,0.859998,0.499442,-0.015687,0.847170,0.423987,-0.027713,0.863788,0.361433,-0.042867,0.843173,0.509772,-0.045500,0.766802,0.496966,-0.064461,0.718434,0.491086,-0.074718,0.678488,0.489414,-0.082662,0.835819,0.563943,-0.053789,0.739775,0.580611,-0.075864,0.766443,0.590164,-0.072601,0.804505,0.591859,-0.067141,0.831039,0.623401,-0.059494,0.750244,0.639330,-0.077875,0.777152,0.641362,-0.063596,0.809542,0.637552,-0.050663,0.826475,0.681417,-0.064441,0.769058,0.686235,-0.075318,0.795655,0.685437,-0.062370,0.823408,0.679985,-0.050734
7,0.890216,0.594228,-0.000000,0.864363,0.511562,0.001017,0.818608,0.423915,-0.013234,0.797895,0.346105,-0.027069,0.814275,0.280909,-0.043551,0.789990,0.423643,-0.045355,0.702590,0.416442,-0.069811,0.648474,0.412545,-0.083601,0.605843,0.412844,-0.092960,0.783325,0.477771,-0.054594,0.687381,0.516027,-0.080701,0.721244,0.528640,-0.075950,0.763950,0.526417,-0.068622,0.779536,0.539895,-0.061356,0.701164,0.575914,-0.084415,0.732902,0.581770,-0.069408,0.768134,0.573740,-0.054891,0.776466,0.601409,-0.066747,0.722191,0.620317,-0.079434,0.755221,0.622551,-0.065393,0.784702,0.613046,-0.052301
7,0.866720,0.524762,-0.000000,0.836552,0.441537,0.001452,0.793352,0.358130,-0.013914,0.772405,0.282894,-0.029734,0.784591,0.219496,-0.048628,0.760671,0.358570,-0.045200,0.673853,0.351184,-0.071929,0.620153,0.345749,-0.086784,0.577787,0.344284,-0.096943,0.757151,0.407355,-0.056261,0.664478,0.457498,-0.082314,0.696370,0.470542,-0.076687,0.735883,0.464330,-0.069802,0.757976,0.468317,-0.065470,0.684588,0.518126,-0.088321,0.714412,0.522444,-0.072083,0.745970,0.509609,-0.057547,0.759832,0.530444,-0.073623,0.707269,0.561924,-0.086689,0.738024,0.561404,-0.072787,0.765116,0.547218,-0.060170
7,0.866871,0.503847,-0.000000,0.836581,0.421558,0.001870,0.793686,0.339572,-0.013076,0.773837,0.265731,-0.028771,0.787171,0.206624,-0.047667,0.763176,0.334841,-0.044610,0.679333,0.325518,-0.070047,0.627036,0.317726,-0.084144,0.585144,0.313323,-0.094619,0.760602,0.380591,-0.056372,0.669596,0.433946,-0.082015,0.699964,0.449450,-0.076588,0.736534,0.442313,-0.070687,0.760784,0.440011,-0.066293,0.688341,0.493067,-0.087323,0.716808,0.499431,-0.070677,0.746542,0.486050,-0.057128,0.761644,0.501316,-0.075507,0.710965,0.537442,-0.087990,0.740111,0.538400,-0.075341,0.765616,0.523124,-0.064308
7,0.865466,0.526406,-0.000000,0.838645,0.443821,0.001762,0.792712,0.356183,-0.010752,0.773580,0.281930,-0.024200,0.782533,0.220939,-0.040898,0.778410,0.343910,-0.037873,0.708881,0.319001,-0.060353,0.661626,0.304096,-0.072620,0.622502,0.295508,-0.083006,0.781072,0.388587,-0.051717,0.680992,0.431719,-0.076152,0.704336,0.450841,-0.072789,0.735506,0.445669,-0.070029,0.782695,0.447601,-0.064377,0.698782,0.492398,-0.084325,0.724147,0.499232,-0.068128,0.751653,0.485184,-0.056406,0.783719,0.507818,-0.076691,0.718309,0.538959,-0.090365,0.743645,0.541665,-0.079508,0.769689,0.527396,-0.070644
7,0.882047,0.515351,-0.000000,0.859362,0.435157,-0.001190,0.817064,0.347066,-0.012364,0.797012,0.275571,-0.024146,0.807826,0.214578,-0.038763,0.809788,0.327636,-0.035500,0.752366,0.292268,-0.057861,0.710654,0.265224,-0.070435,0.674914,0.246011,-0.081300,0.812267,0.369601,-0.047758,0.710782,0.400304,-0.074255,0.729876,0.422828,-0.072666,0.759354,0.423877,-0.070235,0.812382,0.426919,-0.059310,0.724038,0.465702,-0.082538,0.747654,0.474555,-0.068934,0.776348,0.462960,-0.057676,0.811781,0.486241,-0.070608,0.741150,0.513270,-0.087535,0.763532,0.518858,-0.079449,0.790560,0.506725,-0.071713
7,0.877342,0.494355,-0.000000,0.853952,0.412658,-0.000421,0.814035,0.326303,-0.012994,0.793033,0.253546,-0.026475,0.797618,0.190958,-0.042647,0.803934,0.302543,-0.036874,0.744079,0.265653,-0.060618,0.702287,0.237777,-0.073678,0.665903,0.216016,-0.084750,0.806657,0.340981,-0.049929,0.704969,0.374387,-0.076586,0.724620,0.397991,-0.074428,0.753884,0.398106,-0.072067,0.806682,0.396140,-0.062340,0.717541,0.439939,-0.084826,0.741679,0.449986,-0.070695,0.770684,0.437097,-0.059987,0.806439,0.454353,-0.074590,0.735357,0.487985,-0.090931,0.757871,0.494529,-0.082912,0.785117,0.481396,-0.075686
7,0.873945,0.496285,-0.000000,0.848832,0.411634,0.000421,0.806057,0.324091,-0.011427,0.782737,0.251283,-0.024324,0.792616,0.187883,-0.039711,0.798454,0.299564,-0.033234,0.737615,0.265089,-0.055549,0.696241,0.239186,-0.067972,0.660189,0.218455,-0.078997,0.802172,0.338815,-0.046391,0.700878,0.375959,-0.072045,0.721216,0.399631,-0.070102,0.749853,0.398632,-0.068329,0.802551,0.394590,-0.058957,0.714501,0.440574,-0.080308,0.740148,0.451480,-0.066188,0.769025,0.438464,-0.055909,0.802384,0.453176,-0.071436,0.732483,0.488612,-0.086981,0.755620,0.496258,-0.079373,0.781979,0.483560,-0.072779
7,0.842101,0.575611,-0.000000,0.816337,0.497538,-0.000046,0.771366,0.409536,-0.009227,0.751138,0.336587,-0.019329,0.763444,0.278441,-0.031842,0.759199,0.394059,-0.029174,0.693716,0.361617,-0.047767,0.649887,0.340253,-0.058642,0.613344,0.324588,-0.068555,0.759022,0.434710,-0.040796,0.663424,0.470287,-0.062383,0.682912,0.491914,-0.060833,0.711501,0.490832,-0.059547,0.757134,0.489382,-0.051560,0.677637,0.527007,-0.069593,0.701309,0.538630,-0.055547,0.727844,0.528706,-0.045595,0.753943,0.547469,-0.062489,0.694308,0.575263,-0.076062,0.719041,0.582871,-0.067260,0.744932,0.572268,-0.059569
7,0.795824,0.623937,-0.000000,0.769729,0.550140,0.004964,0.726400,0.469280,-0.003537,0.706304,0.401091,-0.013510,0.718815,0.345203,-0.026397,0.700187,0.457902,-0.032571,0.628793,0.436132,-0.052196,0.583533,0.424690,-0.062342,0.547284,0.417100,-0.070675,0.699215,0.497774,-0.044212,0.612692,0.542649,-0.065351,0.637922,0.561735,-0.059961,0.669495,0.556762,-0.055044,0.699005,0.551318,-0.054275,0.628330,0.595659,-0.070333,0.654341,0.605729,-0.053574,0.681093,0.594770,-0.041222,0.698735,0.608695,-0.063941,0.646483,0.639316,-0.074422,0.671096,0.643812,-0.063670,0.693863,0.632042,-0.054624
7,0.817529,0.565982,-0.000000,0.792038,0.489355,0.005843,0.749840,0.408750,-0.002347,0.730023,0.340199,-0.012732,0.739140,0.281697,-0.025558,0.727556,0.382599,-0.027539,0.659637,0.355597,-0.048260,0.615149,0.338335,-0.059737,0.578553,0.325594,-0.069219,0.728190,0.419486,-0.040967,0.636836,0.466228,-0.062613,0.659266,0.487968,-0.058383,0.688985,0.482843,-0.054962,0.727412,0.472867,-0.053448,0.652494,0.521467,-0.070069,0.676004,0.533540,-0.054084,0.701144,0.521015,-0.042966,0.725842,0.531179,-0.065740,0.669767,0.566439,-0.077210,0.693022,0.574225,-0.067565,0.715733,0.561666,-0.059572
7,0.755613,0.617170,-0.000000,0.729380,0.541877,-0.001944,0.687365,0.453411,-0.013326,0.668478,0.379459,-0.024578,0.678504,0.321481,-0.038068,0.654212,0.445221,-0.038764,0.574815,0.419961,-0.059292,0.523170,0.408549,-0.070250,0.482364,0.402038,-0.078674,0.648219,0.488456,-0.046931,0.561858,0.534466,-0.069834,0.587255,0.555959,-0.065189,0.620121,0.553464,-0.059865,0.643288,0.545200,-0.053775,0.573474,0.588636,-0.072142,0.598706,0.600248,-0.056544,0.626549,0.591470,-0.044171,0.638136,0.607163,-0.060652,0.591830,0.633448,-0.072277,0.619166,0.640723,-0.061274,0.643353,0.631471,-0.051224
7,0.685970,0.646385,-0.000000,0.670292,0.557932,0.000501,0.632241,0.469324,-0.010996,0.616043,0.392745,-0.023098,0.629898,0.332930,-0.038052,0.579851,0.461846,-0.041007,0.494147,0.433132,-0.064418,0.440704,0.418352,-0.078394,0.399323,0.408558,-0.088371,0.565883,0.507274,-0.048360,0.493576,0.540085,-0.068477,0.521403,0.562627,-0.061144,0.555438,0.561889,-0.054853,0.556343,0.568172,-0.054198,0.502836,0.601085,-0.071431,0.528598,0.616884,-0.055030,0.558536,0.613614,-0.042421,0.549143,0.631811,-0.059522,0.515066,0.648880,-0.069265,0.543229,0.659912,-0.056002,0.568245,0.655584,-0.044518
7,0.691846,0.649499,-0.000000,0.674118,0.561825,0.002602,0.634479,0.472759,-0.006658,0.617368,0.397340,-0.016962,0.628831,0.337164,-0.029914,0.583585,0.463432,-0.037263,0.498397,0.432469,-0.058503,0.444618,0.417234,-0.069799,0.403449,0.407279,-0.077758,0.570315,0.507963,-0.045184,0.496649,0.542576,-0.064443,0.524030,0.564549,-0.056811,0.558290,0.563275,-0.050210,0.561494,0.566798,-0.051425,0.506825,0.602615,-0.067707,0.532875,0.617739,-0.051917,0.562374,0.613839,-0.039878,0.555012,0.628458,-0.057055,0.519824,0.648175,-0.065576,0.546951,0.657862,-0.052752,0.571396,0.652773,-0.041829
7,0.691344,0.641435,-0.000000,0.672416,0.553521,0.003349,0.631149,0.465062,-0.005493,0.612680,0.389896,-0.015399,0.622363,0.328563,-0.028131,0.581919,0.455063,-0.037618,0.497226,0.423191,-0.059064,0.443534,0.406883,-0.070636,0.401955,0.395354,-0.079085,0.569193,0.498804,-0.046008,0.494096,0.535944,-0.065155,0.521475,0.558555,-0.057388,0.555342,0.557088,-0.050988,0.560916,0.557606,-0.052676,0.504287,0.596637,-0.068969,0.531484,0.611904,-0.052992,0.561184,0.607418,-0.041077,0.555302,0.619884,-0.058668,0.518331,0.643246,-0.068324,0.546086,0.652837,-0.056142,0.570449,0.646821,-0.045632
7,0.683160,0.641084,-0.000000,0.663794,0.553588,0.002513,0.621962,0.464955,-0.006564,0.603084,0.390465,-0.016762,0.611030,0.328845,-0.029682,0.572378,0.453596,-0.037378,0.486633,0.422243,-0.059250,0.432185,0.406399,-0.071113,0.389895,0.395511,-0.079808,0.560094,0.497437,-0.045719,0.485224,0.537803,-0.065995,0.512605,0.560724,-0.058798,0.546311,0.557873,-0.052746,0.551633,0.556751,-0.052516,0.494659,0.597073,-0.069501,0.521270,0.612983,-0.053024,0.550580,0.607635,-0.040794,0.545644,0.620038,-0.058859,0.508507,0.643392,-0.069081,0.536064,0.653692,-0.056709,0.560522,0.647270,-0.045980
7,0.662326,0.661185,-0.000000,0.646833,0.572317,0.002274,0.607639,0.483389,-0.007303,0.589663,0.407041,-0.017428,0.598280,0.346403,-0.030765,0.559269,0.473919,-0.043575,0.472187,0.441432,-0.067557,0.417301,0.425257,-0.080669,0.374297,0.413835,-0.090339,0.547126,0.518256,-0.051735,0.469126,0.554914,-0.072183,0.496760,0.577961,-0.063585,0.530811,0.576775,-0.057163,0.538450,0.578886,-0.058200,0.477944,0.616861,-0.076225,0.504750,0.633390,-0.058958,0.535265,0.630518,-0.046403,0.531481,0.643402,-0.063993,0.492668,0.667238,-0.076941,0.520442,0.678713,-0.065545,0.545512,0.674006,-0.055489
7,0.642866,0.772213,-0.000000,0.621593,0.676123,0.005051,0.579209,0.586528,-0.004789,0.559731,0.506354,-0.014888,0.568292,0.440679,-0.028015,0.530334,0.579054,-0.041129,0.436999,0.551713,-0.061782,0.380220,0.539646,-0.072934,0.336700,0.532106,-0.080220,0.513569,0.631408,-0.049350,0.434665,0.648732,-0.063988,0.462084,0.670990,-0.054094,0.498709,0.675174,-0.046758,0.502473,0.696612,-0.055080,0.440136,0.711970,-0.067395,0.466300,0.728462,-0.049885,0.498470,0.731338,-0.037616,0.495709,0.763313,-0.059538,0.454448,0.767386,-0.063769,0.482811,0.777188,-0.047189,0.509569,0.779031,-0.034292
7,0.633391,0.768088,-0.000000,0.615497,0.674234,0.005797,0.571649,0.584505,-0.003718,0.550820,0.502807,-0.013283,0.560833,0.436953,-0.025659,0.519446,0.577231,-0.042457,0.427075,0.552810,-0.065335,0.370391,0.540649,-0.080191,0.326281,0.533509,-0.090367,0.503434,0.629677,-0.049522,0.427146,0.652799,-0.064851,0.456554,0.674948,-0.055541,0.493083,0.677435,-0.049018,0.492035,0.695752,-0.053914,0.431717,0.713867,-0.067354,0.459795,0.731090,-0.050124,0.494277,0.733368,-0.037915,0.484306,0.761239,-0.056692,0.446359,0.766955,-0.062592,0.476341,0.778179,-0.046771,0.503534,0.778585,-0.034161
7,0.638037,0.776248,-0.000000,0.619209,0.679428,0.005792,0.575888,0.587584,-0.003515,0.555823,0.506285,-0.013648,0.566733,0.440108,-0.026976,0.522682,0.581211,-0.039391,0.429961,0.554421,-0.059480,0.373359,0.542940,-0.070788,0.329938,0.535205,-0.078478,0.505806,0.633234,-0.047274,0.431349,0.655187,-0.061536,0.458862,0.678134,-0.051719,0.494633,0.681048,-0.044736,0.494658,0.699109,-0.052570,0.435995,0.716386,-0.065015,0.462718,0.733805,-0.047768,0.495783,0.736614,-0.035666,0.487511,0.765675,-0.056476,0.448892,0.769914,-0.060977,0.477436,0.780375,-0.044747,0.504403,0.781714,-0.032025
7,0.204789,0.840802,-0.000000,0.222041,0.730099,0.008544,0.263777,0.609327,-0.009261,0.285805,0.510839,-0.029380,0.281945,0.429550,-0.051904,0.326838,0.619424,-0.055431,0.438504,0.566350,-0.084689,0.505656,0.540640,-0.099336,0.557706,0.524624,-0.108040,0.343865,0.680935,-0.069739,0.447527,0.689333,-0.097523,0.408937,0.717024,-0.087126,0.359984,0.725481,-0.076301,0.354031,0.758542,-0.079541,0.439659,0.765704,-0.099093,0.405642,0.786371,-0.072527,0.361482,0.791877,-0.052809,0.361908,0.834946,-0.086772,0.424703,0.822145,-0.090584,0.390957,0.839675,-0.062453,0.354329,0.844954,-0.041331
7,0.204047,0.879197,0.000000,0.222729,0.772418,0.003923,0.267686,0.651464,-0.013568,0.290525,0.555247,-0.032484,0.285413,0.475465,-0.053214,0.322893,0.663870,-0.054626,0.429703,0.613439,-0.082854,0.492993,0.588758,-0.096844,0.542746,0.573843,-0.105252,0.337480,0.726777,-0.067389,0.443658,0.733370,-0.096677,0.406164,0.756277,-0.087518,0.357793,0.763937,-0.076610,0.345628,0.803466,-0.076281,0.435229,0.804561,-0.097825,0.402084,0.821155,-0.072231,0.358253,0.826480,-0.051819,0.351661,0.878596,-0.083092,0.420134,0.860521,-0.087965,0.388327,0.873976,-0.060538,0.351277,0.878354,-0.039489
7,0.206123,0.825628,0.000000,0.224434,0.731787,-0.002275,0.264950,0.618049,-0.021861,0.287108,0.527593,-0.042361,0.282539,0.452388,-0.063821,0.313394,0.626128,-0.058316,0.412279,0.578258,-0.090488,0.470105,0.554272,-0.106860,0.517175,0.538522,-0.116922,0.323221,0.682021,-0.071241,0.428281,0.696145,-0.108642,0.391893,0.719442,-0.104251,0.346268,0.723746,-0.095431,0.329554,0.750705,-0.081272,0.419231,0.762865,-0.111842,0.385022,0.778650,-0.089812,0.344220,0.779838,-0.069853,0.335255,0.819732,-0.089799,0.406319,0.812270,-0.102625,0.374372,0.826326,-0.079267,0.338464,0.827939,-0.059932
7,0.212533,0.795581,0.000000,0.230462,0.707365,-0.003192,0.272025,0.597453,-0.022373,0.296383,0.509234,-0.042703,0.292556,0.434804,-0.063989,0.321836,0.603585,-0.055461,0.420361,0.561967,-0.085865,0.477275,0.542497,-0.101179,0.524851,0.530921,-0.110720,0.327954,0.657422,-0.068084,0.429680,0.679254,-0.106304,0.392031,0.701195,-0.103819,0.345846,0.703387,-0.096014,0.332308,0.723556,-0.078010,0.419005,0.741356,-0.109589,0.384010,0.756538,-0.089592,0.342960,0.755841,-0.070709,0.337247,0.790286,-0.086568,0.407192,0.787495,-0.100583,0.374211,0.801546,-0.079014,0.337285,0.802076,-0.060747
7,0.186080,0.682720,0.000000,0.210496,0.592326,-0.000840,0.251843,0.488669,-0.018617,0.273871,0.401760,-0.038948,0.269982,0.329665,-0.059875,0.304125,0.482145,-0.050159,0.399163,0.437791,-0.079002,0.452051,0.415527,-0.092349,0.496651,0.398720,-0.101362,0.306532,0.528472,-0.065843,0.403799,0.567628,-0.101845,0.368420,0.590764,-0.099628,0.327923,0.585092,-0.094613,0.307014,0.591986,-0.079295,0.392172,0.630564,-0.107855,0.356608,0.643563,-0.088398,0.319561,0.633593,-0.072690,0.305466,0.659590,-0.092270,0.378688,0.682921,-0.105270,0.346427,0.693058,-0.087155,0.310956,0.682959,-0.072741
7,0.152324,0.645211,0.000000,0.174500,0.555946,-0.002308,0.216136,0.450981,-0.020965,0.236789,0.363047,-0.041860,0.231365,0.289940,-0.063138,0.258006,0.443648,-0.055908,0.350088,0.394529,-0.088672,0.401458,0.369732,-0.103891,0.446094,0.351407,-0.113686,0.257241,0.488357,-0.071442,0.363653,0.532965,-0.109826,0.330166,0.558295,-0.106811,0.292667,0.551732,-0.101062,0.256444,0.550287,-0.085089,0.348236,0.596512,-0.117047,0.314778,0.608706,-0.099501,0.281242,0.594844,-0.084467,0.255774,0.616670,-0.098077,0.334903,0.645561,-0.112608,0.306172,0.654722,-0.096174,0.272957,0.643112,-0.083185
7,0.144031,0.619504,0.000000,0.156116,0.534594,-0.000674,0.189618,0.429355,-0.023017,0.209132,0.335738,-0.047353,0.200826,0.257614,-0.072993,0.257277,0.426224,-0.060898,0.354923,0.391097,-0.099338,0.413066,0.372728,-0.120597,0.460079,0.364698,-0.133045,0.259873,0.477403,-0.074571,0.354395,0.523633,-0.111946,0.314742,0.544403,-0.105366,0.273558,0.539745,-0.096716,0.258556,0.544593,-0.086189,0.342253,0.587650,-0.123093,0.302964,0.599430,-0.103592,0.262321,0.589326,-0.085447,0.258372,0.612711,-0.095499,0.323312,0.636898,-0.115402,0.286873,0.648875,-0.095179,0.250556,0.639308,-0.077687
7,0.127295,0.585793,0.000000,0.135894,0.491489,-0.002983,0.171449,0.367267,-0.029781,0.198870,0.256430,-0.059636,0.189688,0.163241,-0.091063,0.264351,0.364414,-0.061760,0.384065,0.334591,-0.101791,0.455639,0.319218,-0.122831,0.512195,0.314733,-0.134694,0.272660,0.424141,-0.076390,0.364254,0.485237,-0.114716,0.318533,0.506336,-0.106801,0.275965,0.498522,-0.097160,0.272818,0.504238,-0.089291,0.351448,0.561504,-0.126840,0.304582,0.574031,-0.103986,0.261463,0.560054,-0.083939,0.274411,0.586455,-0.100192,0.332015,0.619742,-0.119301,0.286860,0.633234,-0.095453,0.249950,0.620222,-0.074840
7,0.282833,0.651331,-0.000000,0.287830,0.509142,0.004096,0.333042,0.373678,-0.018831,0.370514,0.251531,-0.044549,0.366690,0.147806,-0.073020,0.468596,0.396756,-0.064103,0.604677,0.371068,-0.093606,0.689219,0.360372,-0.109216,0.751305,0.359666,-0.117909,0.501357,0.473990,-0.072734,0.543232,0.534218,-0.087621,0.499945,0.543152,-0.070391,0.461550,0.540514,-0.059881,0.502681,0.571321,-0.077124,0.517104,0.607537,-0.090754,0.485021,0.612083,-0.067338,0.449480,0.607488,-0.053236,0.500427,0.664743,-0.078959,0.499634,0.683256,-0.074683,0.465443,0.686890,-0.046027,0.436561,0.676772,-0.025390
7,0.282715,0.681240,-0.000000,0.295690,0.515930,0.003618,0.352236,0.368416,-0.024117,0.397809,0.228713,-0.054207,0.401303,0.106667,-0.087573,0.502987,0.392803,-0.074918,0.664936,0.377899,-0.112707,0.768121,0.370854,-0.135825,0.843382,0.373404,-0.149635,0.546766,0.492266,-0.082654,0.593814,0.546278,-0.097137,0.547432,0.555505,-0.075207,0.500325,0.555475,-0.062924,0.547667,0.606221,-0.086117,0.556172,0.630450,-0.095837,0.524416,0.636295,-0.066103,0.480379,0.633328,-0.049833,0.540143,0.707709,-0.087425,0.524856,0.715049,-0.080206,0.490263,0.721314,-0.047705,0.455486,0.713201,-0.024753
7,0.218462,0.685828,-0.000000,0.223791,0.518913,0.008503,0.283458,0.347377,-0.017209,0.336651,0.190863,-0.047139,0.333490,0.059923,-0.080842,0.454857,0.372742,-0.069963,0.633894,0.356498,-0.107329,0.743221,0.351208,-0.127916,0.823995,0.357025,-0.138875,0.496031,0.465609,-0.080207,0.561382,0.545345,-0.097851,0.505949,0.556746,-0.075130,0.453824,0.550917,-0.060272,0.499394,0.579881,-0.085827,0.521504,0.625584,-0.102109,0.481244,0.636754,-0.073813,0.434389,0.632002,-0.055842,0.499292,0.689840,-0.087888,0.496885,0.706253,-0.081612,0.453293,0.716394,-0.046239,0.414022,0.706463,-0.020414
